company,category,file_name,chunk_idx,text
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,178,x injuries i. Self aﬄicted or condi ons a empted suicide and or the use or misuse of any drugs or alcohol and complica ons arising from it. xii. Removal or correc on or replacement of any material prosthesis medical devices that was implanted in a former surgery before Date of Cover commencement or if the Policy is revived a er discon nuance of the Cover . Date of Revival xi .
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,179,diagnosis or treatment arising from or traceable to pregnancy whetherii Any uterine or extra uterine childbirth including caesarean sec on medicaltermina on of pregnancy and or any treatment related to pre and post natal careof the mother or the new born. xiv.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,180,Hospitalisa on for the sole purpose of physiotherapy or any ailment for which hospitaliza on is not warranted due to advancement in medical technology.a If the request for revival is received by the Corpora on within less than 90 ninety days from the due date of the ﬁrst unpaid premium then the speciﬁc wai ng period shall con nue to be ll 2 two years from the Date of CoverCommencement in respect of each Insured.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,181,b If the request for revival is received by the Corpora on beyond 90 ninety days from the due date of the ﬁrst unpaid premium then there shall be a speciﬁcwai ng period of 2 two years from the Date of Revival in respect of each Insured. No charges for this beneﬁt shall be deducted a er the beneﬁt ceases.14. Wai ng Period 15. Exclusions xv.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,182,War invasion act of foreign enemy hos li es whether war be declared or not civil war rebellion revolu on insurrec on military or usurped power of civil commo on or loot or pillage in connec on herewith. xvi. Naval military or opera ons including du es of peace me of the armed forces or air force and par cipa on in opera ons requiring the use of arms or which are ordered by military authori es for comba ng terrorists rebels andthe like. xvii.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,183,Any natural peril including but not limited to avalanche earthquake volcanic erup ons or any kind of natural hazard . xviii. Par cipa on in any hazardous ac vity or sports including but not limited to racing scuba diving aerial sports bungee jumping and mountaineering or inany criminal or illegal ac vi es. xix. To any loss damage or expense due to or arising out of directly or indirectly nuclear reac on radia on or regardless of how it radioac ve contamina on was caused. xx.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,184,Hospitalisa on expenses related to Non allopathic methods of treatment or surgery. xxi. Par cipa on in any criminal or illegal ac vi es. xxii. Treatment from the Insured s failure to act on proper medical advice. arising Statutory Taxes if any imposed on such insurance plans by the Government of India or any other cons tu onal Tax Authority of India shall be as per the Tax laws and the rateof tax shall be as applicable from me to me.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,185,The amount of applicable taxes as per the prevailing rates shall be payable by the Policyholder on premiums including extra premiums if any and shall be collectedseparately over and above in addi on to the premiums payable by the policyholder.The amount of tax paid shall not be considered for the calcula on of beneﬁts payableunder the plan. Regarding Income tax beneﬁts implica ons on premium s paid and beneﬁts payable under this plan please consult your tax advisor for details.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,186,SECTION 45 OF THE INSURANCE ACT 1938 The provision of Sec on 45 of the Insurance Act 1938 shall be applicable as amended from me to me. The simpliﬁed version of this provision is as under Provisions regarding policy not being called into ques on in terms of Sec on 45 of the Insurance Act 1938 are as follows 1. No Policy of Life Insurance shall be called in ques on on any ground whatsoever a er expiry of 3 yrs froma. the date of issuance of policy orb. the date of commencement of risk orc.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,187,the date of revival of policy ord. the date of rider to the policy whichever is later. 2. On the ground of fraud a policy of Life Insurance may be called in ques on within 3 years froma. the date of issuance of policy or b. the date of commencement of risk orc. the date of revival of policy ord. the date of rider to the policywhichever is later.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,188,For this the insurer should communicate in wri ng to the insured or legal representa ve or nominee or assignees of insured as applicable men oning theground and materials on which such decision is based. 3. Fraud means any of the following acts commi ed by insured or by his agent with theintenttodeceivetheinsurerortoinducetheinsurertoissuealifeinsurancepolicy a. The sugges on as a fact of that which is not true and which the insured does not believe to be true b.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,189,The ac ve concealment of a fact by the insured having knowledge or belief of the fact c. Any other act ﬁ ed to deceive and d. Any such act or omission as the law speciﬁcally declares to be fraudulent. 4. Mere silence is not fraud unless depending on circumstances of the case it is the duty of the insured or his agent keeping silence to speak or silence is in itself equivalent to speak. 5.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,190,No Insurer shall repudiate a life insurance Policy on the ground of Fraud if the Insured beneﬁciary can prove that the misstatement was true to the best of his knowledge and there was no deliberate inten on to suppress the fact or that suchmis statement of or suppression of material fact are within the knowledge of theinsurer. Onus of disproving is upon the policyholder if alive or beneﬁciaries. 6.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,191,Life insurance Policy can be called in ques on within 3 years on the ground that any statement of or suppression of a fact material to expectancy of life of the insuredwas incorrectly made in the proposal or other document basis which policy wasissued or revived or rider issued.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,192,For this the insurer should communicate inwri ng to the insured or legal representa ve or nominee or assignees of insured as applicable men oning the ground and materials on which decision to repudiatethe policy of life insurance is based. 7. In case repudia on is on ground of mis statement and not on fraud the premium collected on policy ll the date of repudia on shall be paid to the insured or legalrepresenta ve or nominee or assignees of insured within a period of 90 days fromthe date of repudia on. 8.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,193,Fact shall not be considered material unless it has a direct bearing on the risk undertaken by the insurer. The onus is on insurer to show that if the insurer had beenaware of the said fact no life insurance policy would have been issued to the insured. 9. The insurer can call for proof of age at any me if he is en tled to do so and no policy shall be deemed to be called in ques on merely because the terms of thepolicy are adjusted on subsequent proof of age of life insured.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,194,So this Sec on willnot be applicable for ques oning age or adjustment based on proof of agesubmi ed subsequently. Disclaimer This is not a comprehensive list of Sec on 45 of the Insurance Act 1938and only a simpliﬁed version prepared for general informa on. Policy Holders areadvised to refer to the Sec on 45 of the Insurance Act 1938 for complete and accurate details. 16.Taxes xv.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,195,War invasion act of foreign enemy hos li es whether war be declared or not civil war rebellion revolu on insurrec on military or usurped power of civil commo on or loot or pillage in connec on herewith. xvi. Naval military or opera ons including du es of peace me of the armed forces or air force and par cipa on in opera ons requiring the use of arms or which are ordered by military authori es for comba ng terrorists rebels andthe like. xvii.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,196,Any natural peril including but not limited to avalanche earthquake volcanic erup ons or any kind of natural hazard . xviii. Par cipa on in any hazardous ac vity or sports including but not limited to racing scuba diving aerial sports bungee jumping and mountaineering or inany criminal or illegal ac vi es. xix. To any loss damage or expense due to or arising out of directly or indirectly nuclear reac on radia on or regardless of how it radioac ve contamina on was caused. xx.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,197,Hospitalisa on expenses related to Non allopathic methods of treatment or surgery. xxi. Par cipa on in any criminal or illegal ac vi es. xxii. Treatment from the Insured s failure to act on proper medical advice. arising Statutory Taxes if any imposed on such insurance plans by the Government of India or any other cons tu onal Tax Authority of India shall be as per the Tax laws and the rateof tax shall be as applicable from me to me.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,198,The amount of applicable taxes as per the prevailing rates shall be payable by the Policyholder on premiums including extra premiums if any and shall be collectedseparately over and above in addi on to the premiums payable by the policyholder.The amount of tax paid shall not be considered for the calcula on of beneﬁts payableunder the plan. Regarding Income tax beneﬁts implica ons on premium s paid and beneﬁts payable under this plan please consult your tax advisor for details.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,199,SECTION 45 OF THE INSURANCE ACT 1938 The provision of Sec on 45 of the Insurance Act 1938 shall be applicable as amended from me to me. The simpliﬁed version of this provision is as under Provisions regarding policy not being called into ques on in terms of Sec on 45 of the Insurance Act 1938 are as follows 1. No Policy of Life Insurance shall be called in ques on on any ground whatsoever a er expiry of 3 yrs froma. the date of issuance of policy orb. the date of commencement of risk orc.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,200,the date of revival of policy ord. the date of rider to the policy whichever is later. 2. On the ground of fraud a policy of Life Insurance may be called in ques on within 3 years froma. the date of issuance of policy or b. the date of commencement of risk orc. the date of revival of policy ord. the date of rider to the policywhichever is later.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,201,For this the insurer should communicate in wri ng to the insured or legal representa ve or nominee or assignees of insured as applicable men oning theground and materials on which such decision is based. 3. Fraud means any of the following acts commi ed by insured or by his agent with theintenttodeceivetheinsurerortoinducetheinsurertoissuealifeinsurancepolicy a. The sugges on as a fact of that which is not true and which the insured does not believe to be true b.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,202,The ac ve concealment of a fact by the insured having knowledge or belief of the fact c. Any other act ﬁ ed to deceive and d. Any such act or omission as the law speciﬁcally declares to be fraudulent. 4. Mere silence is not fraud unless depending on circumstances of the case it is the duty of the insured or his agent keeping silence to speak or silence is in itself equivalent to speak. 5.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,203,No Insurer shall repudiate a life insurance Policy on the ground of Fraud if the Insured beneﬁciary can prove that the misstatement was true to the best of his knowledge and there was no deliberate inten on to suppress the fact or that suchmis statement of or suppression of material fact are within the knowledge of theinsurer. Onus of disproving is upon the policyholder if alive or beneﬁciaries. 6.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,204,Life insurance Policy can be called in ques on within 3 years on the ground that any statement of or suppression of a fact material to expectancy of life of the insuredwas incorrectly made in the proposal or other document basis which policy wasissued or revived or rider issued.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,205,For this the insurer should communicate inwri ng to the insured or legal representa ve or nominee or assignees of insured as applicable men oning the ground and materials on which decision to repudiatethe policy of life insurance is based. 7. In case repudia on is on ground of mis statement and not on fraud the premium collected on policy ll the date of repudia on shall be paid to the insured or legalrepresenta ve or nominee or assignees of insured within a period of 90 days fromthe date of repudia on. 8.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,206,Fact shall not be considered material unless it has a direct bearing on the risk undertaken by the insurer. The onus is on insurer to show that if the insurer had beenaware of the said fact no life insurance policy would have been issued to the insured. 9. The insurer can call for proof of age at any me if he is en tled to do so and no policy shall be deemed to be called in ques on merely because the terms of thepolicy are adjusted on subsequent proof of age of life insured.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,207,So this Sec on willnot be applicable for ques oning age or adjustment based on proof of agesubmi ed subsequently. Disclaimer This is not a comprehensive list of Sec on 45 of the Insurance Act 1938and only a simpliﬁed version prepared for general informa on. Policy Holders areadvised to refer to the Sec on 45 of the Insurance Act 1938 for complete and accurate details.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,208,16.Taxes PROHIBITION OF REBATES SECTION 41 OF THE INSURANCE ACT 1938 1 No person shall allow or oﬀer to allow either directly or indirectly as an inducement to any person to take out or renew or con nue an insurance in respect of any kind of risk rela ng to lives or property in India any rebate of the whole orpart of the commission payable or any rebate of the premium shown on the policy nor shall any person taking out or renewing or con nuing a policy accept anyrebate except such rebate as may be allowed in accordance with the publishedprospectuses or tables of the insurer 2 Any person making default in complying with the provisions of this sec on shall be liable for a penalty which may extend to ten lakh rupees.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,209,BEWARE OF SPURIOUS PHONE CALLS AND FICTITIOUS FRAUDULENT OFFERS IRDAI is not involved in ac vi es like selling insurance policies announcing bonus or investment of premiums. Public receivingsuch phone calls are requested to lodge a police complaintThis product brochure gives only salient features of the plan.For further details please refer to the Policy document on ourwebsite www.licindia.in or contact our nearest Branch Oﬃce.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,210,Life Insurance Corpora on of India Central Oﬃce Yogakshema Jeevan Bima Marg Mumbai 400021. Website www.licindia.in Registra on Number 512Registered Oﬃce Contact your LIC agent or nearest branch or visit our website or www.licindia.in SMS to e.g. Mumbai. YOUR CITY NAME 566773
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,0,LIC s Digi Term dated 14.11.2024 Page 1 of 10 INFORMATION TO BE PROVIDED IN SALES BROCHURE LIC s Digi Term UIN 512N356V02 A Non Par Non linked Life Individual Pure Risk Plan LIC s Digi Term is a Non Par Non Linked Life Individual Pure Risk Plan which provides financial protection to the insured s family in case of his her unfortunate death during the policy term. This is a non par product under which benefits payable on death are guaranteed and fixed irrespective of actual experience.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,1,Hence the policy is not entitled to any discretionary benefits like bonus etc. or share in Surplus. This plan shall be available Online only and can be purchased directly through website www.licindia.in. 1. KEY FEATURES Flexibility to choose from two Death Benefit options Level Sum Assured and Increasing Sum Assured. Flexibility to o Choose from Single Premium Regular Premium and Limited Premium Payment o Choose the Policy Term Premium Paying Term o Opt for payment of benefit in instalments.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,2,Special rates for women. Benefit of attractive High Sum Assured Rebate. Two categories of premium rates namely 1 Non Smoker rates and 2 Smoker rates. The application of Non Smoker rates shall be based on the findings of the Urinary Cotinine test. In all other cases the Smoker rates will be applicable. 2.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,3,ELIGIBILITY CONDITIONS AND OTHER RESTRICTIONS a Minimum Age at entry 18 years Last Birthday b Maximum Age at entry 45 years Last Birthday c Minimum Age at Maturity 33 years Last Birthday d Maximum age at Maturity 75 years Last Birthday e Minimum Basic Sum Assured Rs. 50 00 000 . f Maximum Basic Sum Assured Rs 5 00 00 000 The Basic Sum Assured above Rs.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,4,5 00 00 000 Five Crore may be considered on case to case basis in accordance with underwriting decision as per the Board Approved Underwriting Policy subject to the decision of Reinsurer on acceptance Terms and Conditions for acceptance of such case. The Basic Sum Assured shall be in multiples of amount specified below Basic Sum Assured range Sum Assured Multiple From Rs. 50 00 000 to Rs. 75 00 000 Rs. 1 00 000 Above Rs. 75 00 000 to Rs. 1 50 00 000 Rs. 25 00 000 Above Rs. 1 50 00 000 to Rs. 4 00 00 000 Rs.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,5,50 00 000 Above Rs. 4 00 00 000 Rs. 1 00 00 000 g Policy Term and Premium Payment Term Premium Payment Term Regular Limited Premium of 10 years Limited Premium of 15 years Single Premium LIC s Digi Term dated 14.11.2024 Page 2 of 10 Minimum Policy Term 15 years under Regular Single Limited Premium of 10 years 20 years under Limited Premium of 15 years Maximum Policy Term i Under Level Sum Assured death benefit option 40 years. The maximum Policy Term shall be subject to maximum Age at Maturity.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,6,ii Under Increasing Sum Assured death benefit option The maximum Policy Term shall depend on the Age and Basic Sum Assured band and is as under. Under Regular Limited Premium Age Band Rs. 50 Lakh to less than Rs. 1 Crore Age Band Rs. 1 Crore to less than Rs. 2.5 Crore Age Band Rs. 2.5 Crore to less than Rs. 5 Crore Age Band Rs.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,7,5 Crore and above 18 21 40 18 19 40 18 24 40 18 45 40 years subject to maximum Age at Maturity 22 24 36 20 21 36 25 28 35 25 28 31 22 26 30 29 45 30 29 35 28 27 28 28 36 45 26 29 32 25 33 39 22 40 45 21 Under Single Premium Age Band Rs. 50 Lakh to less than Rs. 1 Crore Age Band Rs. 1 Crore to less than Rs. 2.5 Crore Age Band Rs. 2.5 Crore to less than Rs. 5 Crore Age Band Rs.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,8,5 Crore and above 18 22 40 18 21 40 18 45 40 years subject to maximum Age at Maturity 18 45 40 years subject to maximum Age at Maturity 23 25 35 22 24 35 26 29 30 25 28 30 30 36 28 29 33 28 37 45 27 34 45 25 h Minimum Premium The minimum instalment premium will be Rs. 3 000 for Regular Limited premium payment policies Rs. 30 000 for Single premium payment policies 3. BENEFITS Benefits payable under an in force policy shall be as under A.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,9,Death Benefit Death benefit payable on death of the Life Assured during the policy term after the date of commencement of risk but before the date of maturity provided the policy is inforce and claim is admissible shall be Sum Assured on Death .
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,10,Under Regular premium and Limited premium payment Sum Assured on Death is defined as the highest of 7 times of Annualised Premium or LIC s Digi Term dated 14.11.2024 Page 3 of 10 105 of Total Premiums Paid upto the date of death or Absolute amount assured to be paid on death. Under Single premium payment Sum Assured on Death is defined as the higher of 125 of Single Premium or Absolute amount assured to be paid on death. Where i.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,11,Annualized Premium shall be the premium amount payable in a year excluding the taxes rider premiums underwriting extra premiums and loadings for modal premiums ii. Total Premiums Paid means total of all the premiums paid under the base product excluding any extra premium and taxes. iii. Single Premium shall be the premium amount payable excluding the taxes rider premiums underwriting extra premiums.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,12,Absolute amount assured to be paid on death shall depend on Death Benefit Option chosen at the time of taking this policy and is as under o Option I Level Sum Assured Absolute amount assured to be paid on death shall be an amount equal to Basic Sum Assured which shall remain the same throughout the policy term. o Option II Increasing Sum Assured Absolute amount assured to be paid on death shall remain equal to Basic Sum Assured till completion of fifth policy year.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,13,Thereafter it increases by 10 of Basic Sum Assured each year from the sixth policy year till fifteenth policy year till it becomes twice the Basic Sum Assured. This increase will continue under an inforce policy till the end of policy term or till the Date of Death or till the fifteenth policy year whichever is earlier. From sixteenth policy year and onwards the Absolute amount assured to be paid on death remains constant i.e. twice the Basic Sum Assured till the policy term ends.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,14,For example Absolute amount assured to be paid on death under a policy with Basic Sum Assured of Rs. X will be Rs. X till the end of fifth policy year Rs. 1.1X during the sixth policy year 1.2X during seventh policy year increasing so on by 10 of Basic Sum Assured each year till it becomes 2X in fifteenth policy year. From sixteenth policy year and onwards the Absolute amount assured to be paid on death will be 2X. The Death Benefit Option once chosen cannot be changed later. B.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,15,Maturity Benefit On survival of the life assured to the end of the policy term no maturity benefit is payable. 4. OPTIONS AVAILABLE Option to take Death Benefit in instalments This is an option to receive Death Benefits in instalments over a period of 5 or 10 or 15years instead of lump sum amount under an inforce policy. This option can be exercised by Life Assured during his her lifetime for full or part of Death benefits payable under the policy. The amount opted by the Life Assured i.e.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,16,Net Claim Amount can be either in absolute value or as a percentage of the total claim proceeds payable. The instalments shall be paid in advance at yearly or half yearly or quarterly or monthly intervals as opted for subject to minimum instalment amount for different modes of payments being as under Mode of Instalment payment Minimum instalment amount Monthly Rs. 5 000 Quarterly Rs. 15 000 Half Yearly Rs. 25 000 Yearly Rs.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,17,50 000 LIC s Digi Term dated 14.11.2024 Page 4 of 10 If the Net Claim Amount is less than the required amount to provide the minimum instalment amount as per the option exercised by the Life assured the claim proceed shall be paid in lump sum only. For all the instalment payment options commencing during the 12 months period from 1st May to 30th April the interest rate used to arrive at the amount of each instalment shall be annual effective rate not lower than the 10 year semi annual G Sec yield p.a.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,18,minus 2 where the 10 year semi annual G Sec yield shall be as at last trading day of previous financial year. Accordingly for the 12 months period commencing from 1st May 2024 to 30th April 2025 the applicable interest rate for the calculation of the instalment amount shall be 5.07 p.a. effective.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,19,For exercising option to take Death Benefit in instalments the Life Assured can exercise this option during his her lifetime while in currency of the policy specifying the Net Claim Amount for which the option is to be exercised. The death claim amount shall then be paid to the nominee as per the option exercised by the Life Assured and no alteration whatsoever shall be allowed to be made by the nominee. 5.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,20,PAYMENT OF PREMIUMS Regular Premium payment Limited Premium payment or Single Premium payment options are available under this plan. In case of Regular and Limited Premium payment the premium can be paid regularly during the Premium Paying Term with modes of premium payment as Yearly or Half Yearly. The premium payable will depend on the age at entry of the life to be assured smoking status gender policy term Premium Paying Term and Death Benefit Option chosen.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,21,Under Single Premium minimum premium shall be Rs 30 000 . Under Regular and Limited Premium mode the minimum instalment premium shall be Rs 3 000 . If calculated instalment premium is less than the minimum premium amount any of the proposed policy parameters shall be modified in such a way that the revised instalment premium shall be greater than or equal to minimum instalment premium. 6.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,22,GRACE PERIOD Applicable For Regular And Limited Premium Payment A grace period of 30 days shall be allowed for payment of yearly or half yearly premiums from the date of First Unpaid Premium. During this period the policy shall be considered inforce with the risk cover without any interruption as per the terms of the policy. If the premium is not paid before the expiry of the days of grace the Policy lapses.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,23,All the benefits shall cease after the expiry of grace period from the date of First Unpaid Premium under such policies and nothing shall be payable. 7. SAMPLE ILLUSTRATIVE PREMIUM The sample illustrative premiums for both Option I Level Sum Assured and Option II Increasing Sum Assured for Basic Sum Assured of Rs. 50 Lakh for Non Smoker Male Standard lives under different Premium Payment options are as under Option I Level Sum Assured Age Last Birthday Policy Term Regular Annual Premium in Rs.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,24,Annual Premium for Limited Premium Paying Term of 15 Years in Rs. Annual Premium for Limited Premium Paying Term of 10 Years in Rs. Single Premium in Rs. 20 20 3600 4100 5200 37750 30 20 4700 5400 6950 50850 40 20 9400 10850 14050 104900 The above premiums are exclusive of taxes. Option II Increasing Sum Assured LIC s Digi Term dated 14.11.2024 Page 5 of 10 Age Last Birthday Policy Term Regular Annual Premium in Rs. Annual Premium for Limited Premium Paying Term of 15 Years in Rs.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,25,Annual Premium for Limited Premium Paying Term of 10 Years in Rs. Single Premium in Rs. 20 20 4650 5350 6850 50100 30 20 6600 7650 9850 72950 40 20 14400 16750 21700 163250 The above premiums are exclusive of taxes. 8.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,26,REBATES The following rebates shall be applicable i High Sum Assured Rebate Applicable for Regular Limited Single Premium payment The rebates for High Basic Sum Assured BSA as a percentage of tabular Annual Single Premium are as under a Under Option I Level Sum Assured Regular Limited Premium Age Band Last Birthday High SA rebate as a of Tabular Annual Premium for different BSA Rs. 50 Lakh to less than Rs. 1 Crore Rs. 1 Crore to less than Rs. 2 Crore Rs. 2 Crore to less than Rs. 5 Crore Rs.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,27,5 Crore and above Up to 30 years Nil 18 30 37 31 to 45 years Nil 16 28 33 Single Premium Age Band Last Birthday High SA rebate as a of Tabular Single Premium for different BSA Rs. 50 Lakh to less than Rs. 1 Crore Rs. 1 Crore to less than Rs. 2 Crore Rs. 2 Crore to less than Rs. 5 Crore Rs. 5 Crore and above Up to 30 years Nil 17 27 30 31 to 45 years Nil 15 25 27 b Under Option II Increasing Sum Assured Regular Limited Premium Age Band LBD High SA rebate as a of Tabular Annual Premium for different BSA Rs.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,28,50 Lakh to less than Rs. 1 Crore Rs. 1 Crore to less than Rs. 2 Crore Rs. 2 Crore to less than Rs. 5 Crore Rs. 5 Crore and above Upto 30 years Nil 16 26 33 31 to 50 years Nil 14 24 29 Single Premium Age Band Last Birthday High SA rebate as a of Tabular Single Premium for different BSA Rs. 50 Lakh to less than Rs. 1 Crore Rs. 1 Crore to less than Rs. 2 Crore Rs. 2 Crore to less than Rs. 5 Crore Rs.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,29,5 Crore and above Up to 30 years Nil 15 24 27 LIC s Digi Term dated 14.11.2024 Page 6 of 10 31 to 45 years Nil 14 23 25 ii Premium Conversion rate applicable for Regular and Limited Premium payment The modal premium for other than yearly mode shall be based on annual equivalent premium. Annual equivalent premium is tabular annual premium rate after allowing for any other rebate increased by corresponding Premium Conversion rate as given below.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,30,The modal premium is arrived by dividing the annual equivalent premium by corresponding Modal frequency of the chosen mode of premium payment. Mode Premium Conversion rate Modal frequency Yearly Nil 1 Half Yearly 2 2 9. REVIVAL Applicable for Regular and Limited Premium Payment If the premiums are not paid within the grace period then the policy will lapse.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,31,A lapsed policy can be revived within a period of 5 consecutive complete years from the date of First Unpaid Premium and before the date of Maturity as the case may be.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,32,The revival shall be effected on payment of all the arrears of premium s together with interest compounding half yearly at such rate as may be fixed by the Corporation from time to time and on satisfaction of Continued Insurability of the Life Assured on the basis of information documents and reports that are already available and any additional information in this regard if and as may be required in accordance with the Underwriting Policy of the Corporation at the time of revival being furnished by the Policyholder Life Assured.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,33,The Corporation reserves the right to accept at original terms accept with modified terms or decline the revival of a discontinued policy. The revival of the discontinued policy shall take effect only after the same is approved accepted and revival receipt is issued by the Corporation The rate of interest applicable for revival under this product for every 12 months period from 1st May to 30th April shall not exceed 10 year G Sec yield p.a.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,34,compounding half yearly as at the last trading day of previous financial year plus 3 or the yield earned on the Corporation s Non Linked Non Participating Fund plus 1 whichever is higher. For the 12 month s period commencing from 1st May 2024 to 30th April 2025 the applicable interest rate shall be 9.50 p.a. compounding half yearly. The basis for determination of interest rate for policy revival is subject to change.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,35,If a lapsed policy is not revived within the revival period but before the Date of Maturity the policy will automatically terminate. In case of Regular Premium Payment policies nothing shall be payable. However in case of Limited Premium Payment policies an amount equal to Unexpired Risk Premium Value if any shall be payable and the policy will terminate. 10. PAID UP There is no paid up value available under this plan. 11. SURRENDER No surrender value will be available under this Plan.
LIC,Insurance Plans,876-512N356V02DigiTerm.pdf,36,However on surrender of policy in the following cases for both Level Sum Assured Option I as well as Increasing Sum Assured Option II options an amount equal to Unexpired Risk Premium Value if any shall be payable a Regular Premium Payment policies Nothing shall be payable. b Single Premium Payment Policies The applicable Unexpired Risk Premium Value if any shall be payable anytime during the Policy Term.
